"ticket_id","ticket_name","full_thread_text"
"21082111","payroll/accounts payable","[2026-03-13 10:08 | Amy Wegener] After I updated payroll, I went to pay my payroll payables and there is nothing there for me to process. I need to pay the taxes and retirement.

[2026-03-16 03:33 | Sreya Johny] Reached out to Amy. Payroll shows as updated, and she did not receive any errors, but the AP work file is not displaying any invoices.

[2026-03-16 03:44 | Mitch Dahl] Try looking under AP-Processing-Prepare Payments. If the invoices show up there, it means that the ""AP work file"" field on the PR Update form was blank when she updated. Check to make sure that the other entries from Payroll posted to GL.

[2026-03-16 03:52 | Sreya Johny] Amy, Could you please check under AP > Processing > Prepare Payments to see if the invoices show up there? Also, verify whether the other entries from Payroll posted to the GL.

[2026-03-16 06:14 | Amy Wegener] There is nothing from payroll in the prepare payments Have a great day! Amy Wegener Treasurer/Deputy Clerk PO Box 527 Madison NE 68748 402-454-3412 ATTENTION ELECTED OFFICIALS: A ""Reply to All"" on this e-mail could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-03-16 07:06 | Sreya Johny] Need to review with Mitch: Payroll shows as updated, and she did not receive any errors, but the AP work file is not displaying any invoices. There is nothing from payroll in the prepare payments as well. See comment #2 for screenshots.

[2026-03-17 01:56 | Mitch Mullins] It's possible the PR update screen-shot was taken after the fact. I'd edit one of the involved AP vendors and review their invoices. It's possible that the AP work file was blank or set to something unexpected. In this case the AP invoice may have been actually created but not assigned to the expected ""Payroll"" AP work file.

[2026-03-17 02:55 | Sreya Johny] Reached out to Amy. Reviewed all the involved vendor accounts, and no new invoices were found with the 03/13/2026 date when the payroll was updated. Also checked the APInvoice table and did not find any invoices with that date.

[2026-03-17 04:00 | Mitch Mullins] I filtered GLTrans for Source = 'PR' and didn't see any amounts posted for 3/13/26. This indicates that the PR update Post to GL option was set to ""Never"" instead of ""Now"". We can run the following query and then update PR a 2nd time. Update PREmplPay Set Updated = False, PostedToGL = False Where GLTransDate = '3/13/2026'

[2026-03-17 06:09 | Sreya Johny] Spoke with Amy and connected remotely. We ran the update query to unfinalize the PR checks and then updated the payroll. After reviewing the AP work file, we confirmed that the invoices were successfully generated."
"21082094","Time Off","[2026-03-13 09:55 | Tricia Kuszak] I need to add and subtract time off for employees and get them to their right amount of each: Comp, Vac, Sick. I tried to do off of my notes but it did not work. I am out of the office March 16-20 and will be back on March 23 rd. You can email me the instructions if you would like and I can look at them when I get back in the office.

[2026-03-16 02:46 | Joe Sheehan] Tricia, I found information on how to adjust time off balances for your employees. Here's what you'll need to do: Time Off Edit Form To add and subtract time off for employees, use the Time Off Edit feature in PowerManager Payroll: Go to Payroll > Maintenance > Time Off Edit Select the time off type from the dropdown (Comp, Vac, or Sick) Select the appropriate pay frequency (or leave blank to see all employees) The Employee Grid will display all employees with editable fields for: Add Default - the amount to be added each pay period Start - the beginning available balance You can adjust the balances directly in the grid for each employee to get them to the correct amounts. Since you'll be out of the office March 16-20 and back on March 23rd, feel free to review these instructions when you return. If you have any questions or run into issues when you get back, just let me know and I'd be happy to walk you through it or assist further. I'm reducing this to a P3 since you won't be back until next week.

[2026-03-16 02:49 | Joe Sheehan] Tricia, I found a mistake in the previous instructions I sent you. Here's the corrected insturctions. Time Off Edit Form To add and subtract time off for employees, use the Time Off Edit feature in PowerManager Payroll: Go to Payroll > Maintenance > Employee > Time Off Edit Select the time off type from the dropdown (Comp, Vac, or Sick) Select the appropriate pay frequency (or leave blank to see all employees) The Employee Grid will display all employees with editable fields for: Add Default - the amount to be added each pay period Start - the beginning available balance You can adjust the balances directly in the grid for each employee to get them to the correct amounts. Since you'll be out of the office March 16-20 and back on March 23rd, feel free to review these instructions when you return. If you have any questions or run into issues when you get back, just let me know and I'd be happy to walk you through it or assist further. I'm reducing this to a P3 since you won't be back until next week."
"21081667","LB840 payments","[2026-03-13 06:31 | Tricia Kuszak] I need to have checks printed from the LB840 account and not the general. Not sure how to do this.

[2026-03-13 06:41 | Susan Thomas] Hi Tricia, please follow the steps below. Let us know if you need any further assistance. Printing Checks from a Specific Bank Account When printing checks in Accounts Payable, follow these steps: Go to Accounts Payable > Processing > Pay Invoices Step 1 - Payment Method Selection: Select Print Checks as your payment method Choose your payment date Click Next Step 2 - Vendor Selection: Select the vendors you want to pay Click OK Step 3 - Bank Account Selection (This is the key step): In the Bank Account dropdown, select LB840 (instead of your general account) Enter the starting check number Click Next Step 4 - Verify Checks: Review the list of checks to be printed Ensure the correct check form is selected Click Print The critical step is in the Bank Account Selection form where you specify which account the checks will be drawn from. By selecting LB840 in that dropdown, all checks printed in that run will be from that account rather than your general account.

[2026-03-13 06:43 | Susan Thomas] Dear Tricia, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received.

[2026-03-13 07:31 | Tricia Kuszak] I need to have checks printed from the LB840 account and not the general. Not sure how to do this.

[2026-03-13 07:41 | Susan Thomas] Hi Tricia, please follow the steps below. Let us know if you need any further assistance. Printing Checks from a Specific Bank Account When printing checks in Accounts Payable, follow these steps: Go to Accounts Payable > Processing > Pay Invoices Step 1 - Payment Method Selection: Select Print Checks as your payment method Choose your payment date Click Next Step 2 - Vendor Selection: Select the vendors you want to pay Click OK Step 3 - Bank Account Selection (This is the key step): In the Bank Account dropdown, select LB840 (instead of your general account) Enter the starting check number Step 4 - Verify Checks: Review the list of checks to be printed Ensure the correct check form is selected Click Print The critical step is in the Bank Account Selection form where you specify which account the checks will be drawn from. By selecting LB840 in that dropdown, all checks printed in that run will be from that account rather than your general account.

[2026-03-13 07:43 | cust] Dear Tricia, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-03-13 09:08 | Susan Thomas] Reached out to Tricia, and she confirmed that she reviewed the instructions, and she said she knows what to do now. Proceeding to close the ticket.

[2026-03-13 09:21 | Tricia Kuszak] I can not print the check, it says there is not one to print."
"21081509","Transactions not showing in bank rec","[2026-03-13 06:30 | Jennifer Booher] The transfer from Impressa to GP is now working and I can post the transfer to gl batches, they show in the trial balance report but the payments are not showing in the bank reconcilliation. Is there a step I am missing or is there something else that needs fixed?"
"21081399","New User","[2026-03-13 05:50 | Tyler Silvernail] Hello Tyler, Please add Nicolette to the Bill master, as with all the Customer Service Agents. Dianne

[2026-03-13 05:55 | Tyler Silvernail] Hi Dianne, Nicolette has been added to SQL Server as a user. T"
"21081350","closing december","[2026-03-13 04:33 | Deanna Hogue] i still cant close december, please help!!

[2026-03-13 05:33 | Deanna Hogue] i still cant close december, please help!!

[2026-03-13 08:22 | Jimmy Biondo] eneded up setting all th eunrad account to New so she could close and apply"
"21081320","Sales Tax Question","[2026-03-13 04:26 | Emelia De Smet-Bacon] Pasting from Outlook: -----Original Message-----

[2026-03-13 04:28 | Emelia De Smet-Bacon] Good morning AJ, I would start by looking at your sewer rates. I recommend pulling the List Rates Detail report to do a comparison of all rates at once. Look at your sewer rates and make sure each rate is being charged city AND state tax, if they should be. If the sewer rates look ok, verify each rate that should be taxed has both city and state tax components.

[2026-03-13 05:26 | Emelia De Smet-Bacon] Pasting from Outlook: -----Original Message----- Emelia, Would you happen to know why the State and City tax exempt are not the same? I looked through the reports and I can not figure this out- AJ NEW E-MAIL ADDRESS: clerk@loupcityne.gov AJ Reimers City Clerk/Treasurer 134 S 8th St PO Box 250 Loup City, NE 68853 This E-mail was sent from ""RNP5838795A03DA"" (IM C2500). Scan Date: 03.13.2026 11:54:20 (-0500) Queries to: lcsharpscans@gmail.com

[2026-03-13 05:28 | Emelia De Smet-Bacon] Good morning AJ, I would start by looking at your sewer rates. I recommend pulling the List Rates Detail report to do a comparison of all rates at once. Look at your sewer rates and make sure each rate is being charged city AND state tax, if they should be. If the sewer rates look ok, verify each rate that should be taxed has both city and state tax components."
"21081313","ach payments","[2026-03-13 04:24 | Amy Wegener] I have an ACH that I need to get paid and the file that was generated is not going through to the bank. The bank is saying that we are still missing information and that it is not being downloaded correctly. They have sent over a file example, which I have attached. I am also having issues with payroll file. I have gone into the file through notepad and fixed it, but need to get it fixed so when it is generated, it will upload with no errors. The pdf file is the one that the bank sent over and the other is the one that was generated when I did the ACH through PM

[2026-03-13 05:24 | Amy Wegener] I have an ACH that I need to get paid and the file that was generated is not going through to the bank. The bank is saying that we are still missing information and that it is not being downloaded correctly. They have sent over a file example, which I have attached. I am also having issues with payroll file. I have gone into the file through notepad and fixed it, but need to get it fixed so when it is generated, it will upload with no errors.The pdf file is the one that the bank sent over and the other is the one that was generated when I did the ACH through PM

[2026-03-13 11:16 | Amy Wegener] Included with this issue, I have 2 ACH payments that need to run that the files were wrong. One to the Dept of Rev and one to WAPA. They were both processed and finalized. Not sure how to undo those so that I can recreate the file to hopefully run correctly after the ACH file gets corrected

[2026-03-17 03:09 | Sreya Johny] Spoke with Amy. Reviewed the AP ACH setup and made modifications based on the PDF provided by the bank. We then voided the AP invoice and recreated the ACH file; however, we still received the error: ""ACH file does not contain an account"" when uploading. Amy will reach out to the bank for specific upload guidelines and will get back to us if further assistance is needed.

[2026-03-17 06:11 | Sreya Johny] Spoke with Amy. Amy reached out to the bank, and they assisted her in generating the ACH file directly on their website. She was then able to upload the file successfully."
"21081034","[EXTERNAL]meter readings","[2026-03-13 04:06 | Nga Brewster] Nga is ready to import meter readings to Inhance 5000 from Mueller Garfield Mutual Domestic Water Consumers' and Mutual Sewage Works Association P.O. Box 129 Garfield, NM 87936

[2026-03-13 04:27 | Jimmy Biondo] fixed and imported her reading file."
"21081261","Bill/Readings/ Not Charging","[2026-03-13 05:07 | Carrie Moore] Account 12485615 looks like this.. Over and over.. Please FIX this ASAP Carrie Moore, CMC Town Clerk, Town of Century 7995 N Century Blvd Century, FL 32535-1621 Florida has a very broad public records law. Under Florida law, both the content of emails and email addresses are public records. If you do not want the content of your email or your email address released in response to a public records request, do not send electronic mail to this entity. Instead, contact this office by phone or in person."
"21080977","INCORRECT DEPOSIT AMOUNT APPLIED","[2026-03-13 05:47 | Jimmy Biondo] entered new deposits to correct the refund"
"21080850","BILLING ISSUE","[2026-03-13 03:07 | Deanna Hogue] I cannot close out December, and it is interfering with March's information. I need help closing out December 2025

[2026-03-13 03:39 | Jimmy Biondo] she has about 15 accounts on an unread meter list. Some have no tbeen reading in a few periods so need readings, some are new and just need the status changed."
"21080993","Upgrading Power Manager","[2026-03-13 03:51 | Mike Malli] Hello: We seem to be a few versions behing on Power Manager. What is the current version? We are on version 2021. I have an email from Shannon on our side that talks about upgrading to 2024. Should I perform this upgrade? I do not remember why we did not get this upgraded during that time. I would like to upgrade this weekend after a backup or two first. Should i upgrade to a different version? Mike Malli

[2026-03-13 03:53 | Mike Malli] Also one more thing: We are running from a 2022 Windows server and two Windows 11 workstations. Mike Hello: We seem to be a few versions behing on Power Manager. What is the current version? We are on version 2021. I have an email from Shannon on our side that talks about upgrading to 2024. Should I perform this upgrade? I do not remember why we did not get this upgraded during that time. I would like to upgrade this weekend after a backup or two first. Should i upgrade to a different version? Mike Malli"
"21080904","Sewer","[2026-03-13 02:25 | Tricia Kuszak] I need a report that gives me the sewer reading for January and February. Also need a report that gives us the total of water sales

[2026-03-13 03:25 | Tricia Kuszak] I need a report that gives me the sewer reading for January and February. Also need a report that gives us the total of water sales

[2026-03-13 03:55 | Joe Sheehan] Issue Tricia Kuszak from Loup City (NE) is requesting two specific reports from PM - Utility Billing EZ: (1) a report showing sewer readings for January and February, and (2) a report showing the total of water sales. Proposed Solution Based on similar tickets, PowerManager has built-in reporting tools that can address both of these needs. For the sewer readings for January and February, the Calculate Customer Amounts application (UB > Maintenance > Rate > Calculate Customer Amounts) can be used to generate a report of sewer-related data for a specified date range without necessarily posting any changes. For the total water sales report, the Billing Statistics or Billing Summary Report (UB > Reports > Financial > Summary) can be used to pull water usage and sales totals for a desired date range. Additionally, the Rate Consumption Analysis report may be useful if a water-only breakdown is needed. Steps to Complete For sewer readings (January & February): Navigate to UB > Maintenance > Rate > Calculate Customer Amounts, set the date range to January and February, and run/print the report without posting to review sewer reading data. For total water sales: Navigate to UB > Reports > Financial > Summary and pull the Billing Summary Report for the desired date range to obtain water sales totals. If a more specific water-only usage breakdown is needed, consider running the Rate Consumption Analysis report, which filters results by water rates and usages billed. If further customization is needed, the Report Designer tool can be used to create a user-defined report tailored to the customer's specific requirements. Key People That May Be Able to Assist Mitch Mullins - Resolved similar water usage and sewer report requests (Tickets #98648, #106885) Mitch Dahl - Assisted with billing statistics, sewer calculation reports, and water usage reports (Tickets #98648, #102684, #105804) Susan Thomas - Assisted with Billing Summary Report for financial/sales tax reporting (

[2026-03-13 04:14 | Joe Sheehan] We were able to get her the total water sales using the Billing Summary report. However, I wasn't able to provide actual usage for the sewer rates per customer. The Under Calculate Customer Amounts provided us with an average not an actual. Tricia will be out next week. I will follow up with @Mitch Mullins on Tuesday and call her back the week after next.

[2026-03-13 04:55 | Joe Sheehan] Issue Tricia Kuszak from Loup City (NE) is requesting two specific reports from PM - Utility Billing EZ: (1) a report showing sewer readings for January and February, and (2) a report showing the total of water sales. Proposed Solution Based on similar tickets, PowerManager has built-in reporting tools that can address both of these needs. For the sewer readings for January and February, the Calculate Customer Amounts application (UB > Maintenance > Rate > Calculate Customer Amounts) can be used to generate a report of sewer-related data for a specified date range without necessarily posting any changes. For the total water sales report, the Billing Statistics or Billing Summary Report (UB > Reports > Financial > Summary) can be used to pull water usage and sales totals for a desired date range. Additionally, the Rate Consumption Analysis report may be useful if a water-only breakdown is needed. Steps to Complete For sewer readings (January & February): Navigate to UB > Maintenance > Rate > Calculate Customer Amounts, set the date range to January and February, and run/print the report without posting to review sewer reading data. For total water sales: Navigate to UB > Reports > Financial > Summary and pull the Billing Summary Report for the desired date range to obtain water sales totals. If a more specific water-only usage breakdown is needed, consider running the Rate Consumption Analysis report, which filters results by water rates and usages billed. If further customization is needed, the Report Designer tool can be used to create a user-defined report tailored to the customer's specific requirements. Key People That May Be Able to Assist Mitch Mullins - Resolved similar water usage and sewer report requests (Tickets #98648, #106885) Mitch Dahl - Assisted with billing statistics, sewer calculation reports, and water usage reports (Tickets #98648, #102684, #105804) Susan Thomas - Assisted with Billing Summary Report for financial/sales tax reporting ( Sreya Johny - Assisted with sewer calculation and water usage reporting ( Referenced Documents 105804: Sales Tax Report 106885: Report of water usage 92222: Add meter and print bill 98648: Oshkosh - Help with metered water sold report 102684: Report question

[2026-03-13 05:14 | Joe Sheehan] We were able to get her the total water sales using the Billing Summary report. However, I wasn't able to provide actual usage for the sewer rates per customer. The Under Calculate Customer Amounts provided us with an average not an actual. Tricia will be out next week. I will follow up with @Mitch Mullins on Tuesday and call her back the week after next.

[2026-03-17 03:20 | Joe Sheehan] Rate Consumption Analysis."
"21080889","Bulk SMS Report not including ALL phone numbers","[2026-03-13 02:17 | Kemal Vigilante] Good day, We have been using a BULK SMS report as shown highlighted in yellow below to obtain cell phone numbers and associated balance owed, which we then upload to a BULK SMS portal powered by infoBip. We have been having a few customers report that they have not been receiving their SMS and when we check the report we see that it is not pulling in their respective numbers. If we run the report several times it eventually pulls in the number so we are not sure why it does not include some of the numbers in the first run. For example account 05009830, the mobile number 2953183 is not being pulled in when we run the report unless we run the report several times. They have never received an SMS since the report has never pulled the number in. When you are able can you have a look at the report to see why all the numbers are not being pulled in when its initially run.

[2026-03-13 03:06 | Tyler Silvernail] Hi Kemal, When I get a chance I will take a look. Phone numbers are a bit hard. WE can classify them by mobile/home/work etc, but reports can really only pull the top 1, so I may have to edit the code to pull more phone numbers instead of editing the phone numbers its already pulling... I'll let you know! T

[2026-03-13 03:17 | Kemal Vigilante] Good day,We have been using a BULK SMS report as shown highlighted in yellow below to obtain cell phone numbers and associated balance owed, which we then upload to a BULK SMS portal powered by infoBip.We have been having a few customers report that they have not been receiving their SMS and when we check the report we see that it is not pulling in their respective numbers. If we run the report several times it eventually pulls in the number so we are not sure why it does not include some of the numbers in the first run.For example account 05009830, the mobile number 2953183 is not being pulled in when we run the report unless we run the report several times. They have never received an SMS since the report has never pulled the number in.When you are able can you have a look at the report to see why all the numbers are not being pulled in when its initially run.

[2026-03-13 04:06 | Tyler Silvernail] Hi Kemal, When I get a chance I will take a look. Phone numbers are a bit hard. WE can classify them by mobile/home/work etc, but reports can really only pull the top 1, so I may have to edit the code to pull more phone numbers instead of editing the phone numbers its already pulling... I'll let you know! T

[2026-03-13 05:21 | Tyler Silvernail] Hi Kemal, Your server is not allowing me to connect to view the report via anydesk. T

[2026-03-13 05:45 | Kemal Vigilante] Hello Tyler, Give it a try again.

[2026-03-13 06:21 | Tyler Silvernail] Hi Kemal, Your server is not allowing me to connect to view the report via anydesk. T

[2026-03-13 06:22 | Tyler Silvernail] Hi Kemal, Noe, still not able to. This is the ID 246 306 483 This is the message

[2026-03-13 06:34 | Kemal Vigilante] Yes, that is correct. I have restarted the service and I was able to connect so give it a try again.

[2026-03-13 06:45 | Kemal Vigilante] Hello Tyler, Give it a try again. Kemal

[2026-03-13 07:22 | Tyler Silvernail] Hi Kemal, Noe, still not able to. This is the ID 246 306 483 This is the message

[2026-03-13 07:34 | Kemal Vigilante] Yes, that is correct. I have restarted the service and I was able to connect so give it a try again. Kemal

[2026-03-16 03:15 | Tyler Silvernail] Hi Kemal, I looked at this report.. it allows up to 3 Mobile numbers. The account you sent as an example (5009830-01) pulled data the first time I ran it. I just had to make sure I selected the correct bill group it belonged to. This report does use a temp table to dump all the phone numbers into then assigns a unique key to each number, then the report lists them out by key. I wonder if the temp table is being cleared prior to you guys running it? I don't really know how to provide a solution for this, as I ran it and it produced the data for me. Do you have any other example accounts or issues with it that I could try to replicate the issue?

[2026-03-16 03:16 | Tyler Silvernail] /* BULK SMS REPORT 03/16/2026 tfs re-arranged SQL to get more phone numbers 08-28-24 tfs converted entire report to temp table to get more phone numbers 04-30-21 jfm - CREATED FOR DOWASCO SORTED BY PTntvfFmtPremTenant Prompts - Line Item# Remember Entry Required Text Prompt Status Bar text Item Type Visible Foreign Key 1 False True Billing Group Select Billing Group(s) Pick Tree True PremBillingGroup Print layout - landscape compressed */ -------------------------TEMP TABLE--------------------------------- IF OBJECT_ID('tempdb..#contact') IS NOT NULL DROP TABLE #contact CREATE TABLE #contact ( cPremiseID int , cNameID int , cPNALkey int , cFirst varchar(40) , clast varchar(40), cphone varchar(40), ctype int , crow int ) INSERT INTO #contact ( cPremiseID , cNameID , cPNALKey , cfirst , clast , cphone , ctype , crow ) SELECT PNALPremiseID, NameNameID , PNALKey , NameFirstName , NameLastName , ISNULL(LEFT('1',1)+REPLACE( LEFT(PhonAreaCode, 3), '767', '767')+REPLACE( RIGHT( PhonPhoneNumber, 8), '-', ''),''), --edit to have 1 infront numbers by client PhonTypeCode , row_number() OVER ( Partition BY PhonTypeCode, NameNameid ORDER BY PhonTypeCode ) AS crow FROM PremiseNameAddrLinks JOIN Names ON NameNameID = PNALNameID JOIN PhoneNumbers ON NameNameID = PhonNameID ORDER BY NameNameID CREATE INDEX IdxAccountList ON #contact (cNameID) --SELECT * FROM #contact ----------------- Header ----------------- /* 1B266C314F1B266B3253 45 145 1B45 */ SELECT 'BULK SMS REPORT' UNION ALL SELECT 'Billing Group: ' + BGrpDescription FROM BillingGroups WHERE BGrpBillingGroup IN (?01) UNION ALL SELECT 'Printed ' + CONVERT( varchar(25), GETDATE(), 1 ) + ' Page ' GO /* 1 TOTAL */ SELECT REPLACE( RIGHT( PTntvfFmtPremTenant, 11), '-', '-') AS _WIDTH10_Account, --Formatted to display dash by client NameFirstName AS _WIDTH20_NameFirstName, NameLastName AS _WIDTH25_NameLastName, --cfirst AS _WIDTH20_NameFirstName, --clast AS _WIDTH25_NameLastName, PTntvfBalance AS _WIDTH15_MONEY_NOSUB_Balance, ISNULL(( SELECT TOP 1 ctype FROM #contact WHERE cnameID = NameNameID), '') AS _WIDTH16_NOSUB_PhonTypeCode, ISNULL(( SELECT TOP 1 PhonPrefixCode FROM PhoneNumbers WHERE PhonNameID =PNALNameID AND PhonTypeCode = 3 --Cell Phone ORDER BY PhonSortKey ), '') AS _WIDTH10_SMS, --Formatted to display only numbers ISNULL((SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 1 AND crow = 1), '') AS _WIDTH10_Home1, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 1 AND crow = 2), '') AS _WIDTH10_Home2, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 2 AND crow = 1), '') AS _WIDTH10_Work1, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 2 AND crow = 2), '') AS _WIDTH10_Work2, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 3 AND crow = 1), '') AS _WIDTH10_Cell1, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 3 AND crow = 2), '') AS _WIDTH10_Cell2, --Formatted to display only numbers ISNULL(( SELECT cphone FROM #contact WHERE cnameID = PNALNameID AND ctype = 3 AND crow = 3), '') AS _WIDTH10_Cell3, --Formatted to display only numbers (SELECT TOP 1 PTCTTransactionDate FROM PremTenantChgTrans JOIN BillingGroups ON PTCTBillingGroup = BGrpBillingGroup WHERE PTCTPremiseID =PTntPremiseID AND PTCTTenantCounter =PTntTenantCounter AND PTCTTransType =7 AND PTCTPaid =0 ORDER BY PTCTTransactionDate DESC ) AS _WIDTH10_RIGHT_BillDate, (SELECT TOP 1 BPerDueDate FROM PremTenantChgTrans JOIN BillingPeriods ON BPerBillingPeriod =PTCTBillPeriod WHERE PTCTPremiseID =PTntPremiseID AND PTCTTenantCounter =PTntTenantCounter ORDER BY BPerDueDate DESC ) AS _WIDTH10_RIGHT_DueDate FROM PremiseTenants LEFT JOIN Premises ON PremPremiseID =PTntPremiseID LEFT JOIN PremiseNameAddrLinks ON PNALPremiseID =PTntPremiseID LEFT JOIN Names ON NameNameID =PNALNameID WHERE PremBillingGroup IN (?01) AND PTntActive = 1 AND PNALActive = 1 AND PTntDefaultBillCode = 1 -- 'Normal' AND PTntBillOverride = 3 -- 'Normal Billing' ORDER BY PTntvfFmtPremTenant

[2026-03-16 03:24 | Tyler Silvernail] Kemal, the only other filters I see are that the accounts need to have the Bill Code set = Normal/Normal Billing. If either of those flags are set to anything other than those, it will not show up. Same with the account active as a whole. If it's inactive, it wont show up. T

[2026-03-16 07:39 | Tyler Silvernail] Sound good Kemal,"
"21080878","Reports","[2026-03-13 02:32 | Sachin Yadav] Morning Mackenzie, We are working on this ticket to answer your question.

[2026-03-13 03:14 | Mackenzie Gamache] Good morning, We currently use Crystal Reports to pull data from Inhance to pull into our financial software. Do you have options to pull data directly from your system? We pull water sewer bill information to import into Munis as liens onto tax bills. Mackenzie Gamache Treasurer-Collector Town of Agawam Agawam, MA 01001 Under Massachusetts Law, any email created or received by an employee of The Town of Agawam is considered a public record. All email correspondence is subject to the requirements of M.G.L. Chapter 66. This email may contain

[2026-03-13 03:32 | Sachin Yadav] Morning Mackenzie, We are working on this ticket to answer your question. Sachin

[2026-03-13 05:26 | Sachin Yadav] Hi Mackenzie, We can probably create a custom API for Agawam Water. Just need to send to Sales if you want a custom. Please let us know your thoughts.

[2026-03-13 06:26 | Sachin Yadav] Hi Mackenzie, We can probably create a custom API for Agawam Water. Just need to send to Sales if you want a custom. Please let us know your thoughts."
"21080688","Utility Billing","[2026-03-13 01:16 | Nicole Frahm] Good morning, i have a few thigs that I am needing assistance with this morning, right away if possible , as we will be out of office all next week for clerk school, and I would like to getting billing wrapped up this morning -correcting a few bills - printing a few bills that did not print - sewer averages please call me on my cell 402-870-0196

[2026-03-13 02:16 | Nicole Frahm] Good morning, i have a few thigs that I am needing assistance with this morning, right away if possible , as we will be out of office all next week for clerk school, and I would like to getting billing wrapped up this morning -correcting a few bills- printing a few bills that did not print- sewer averagesplease call me on my cell 402-870-0196

[2026-03-13 04:18 | Susan Thomas] called and left a message. +1402870019611:17 AM Forwarded to voicemail. The person you're trying to reach is not available at the tone, please record your message. When you have finished recording, you may hang up.

[2026-03-13 04:19 | Susan Thomas] Called both numbers. +1402870019511:18 AM Hi, if you record your name and reason for calling, I'll see if this person is available. ST Susan Thomas11:18 AM Nicole. +1402870019511:18 AM

[2026-03-13 04:28 | Susan Thomas] Hi Nicole, I tried calling both numbers and left a message.

[2026-03-13 05:18 | Susan Thomas] called and left a message. +1402870019611:17 AM Forwarded to voicemail. The person you're trying to reach is not available at the tone, please record your message. When you have finished recording, you may hang up.

[2026-03-13 05:19 | Susan Thomas] Called both numbers. +1402870019511:18 AM Hi, if you record your name and reason for calling, I'll see if this person is available. ST Susan Thomas11:18 AM Nicole. I'm sorry, this person is not available. If you would like to leave an additional message, please reply after the tone.

[2026-03-13 05:28 | Susan Thomas] Hi Nicole, I tried calling both numbers and left a message.

[2026-03-13 05:52 | Nicole Frahm] Apologies, I am back at my desk if you want to give me a call at 402-870-0196 ATTENTION ELECTED OFFICIALS: A ""Reply to All"" on this e-mail could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender. CONFIDENTIAL NOTICE: The information contained in this electronic mail transmission including any accompanying attachments is intended solely for its authorized recipient(s), and may be confidential and/or legally privileged. If you are not an intended recipient, or responsible for delivering some or all of this transmission to an intended recipient, you have received this transmission in error and are hereby notified that you are strictly prohibited from printing, copying, reading, distributing or disclosing any of the information contained in it. If you have received this in error, please reply immediately to the sender and delete the original and all copies of this transmission including attachments without reading or saving in any manner.

[2026-03-13 06:52 | Nicole Frahm] Apologies, I am back at my desk if you want to give me a call at 402-870-0196 ATTENTION ELECTED OFFICIALS: A ""Reply to All"" on this e-mail could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender. CONFIDENTIAL NOTICE: The information contained in this electronic mail transmission including any accompanying attachments is intended solely for its authorized recipient(s), and may be confidential and/or legally privileged. If you are not an intended recipient, or responsible for delivering some or all of this transmission to an intended recipient, you have received this transmission in error and are hereby notified that you are strictly prohibited from printing, copying, reading, distributing or disclosing any of the information contained in it. If you have received this in error, please reply immediately to the sender and delete the original and all copies of this transmission including attachments without reading or saving in any manner.

[2026-03-13 08:39 | Susan Thomas] I need to reach out to Nicole on Monday, the 23rd, to review one move‑in and move‑out customer’s bill with Mitch. She also has questions regarding water leaks and the"
