"ticket_id","ticket_name","full_thread_text"
"21094199","Request to Confirm or Reset FileZilla Credentials","[2026-03-20 07:39 | Sreya Johny] Customer Added a Review on this ticket"
"21038862","Modify Disconnect Notice Design","[2026-02-19 04:27 | Sreya Johny] Victoria would like to modify the current disconnect notice design to display one customer per page instead of two.

[2026-02-24 02:34 | Sreya Johny] Informed Victoria that I'll get back to her after reviewing with Mitch.

[2026-02-25 01:51 | Mitch Dahl] You'll have to go into the Design for the notice and increase the Height of the Detail band to something like 10.5"" so that only one notice will print on a page.

[2026-02-27 02:24 | Sreya Johny] Victoria, Please open the Design for Disconnect Notice I, select the Detail band, and increase the Height of the Detail band to approximately 10.5"". Then save the changes so that only one notice prints per page. Please let us know if you have any questions. Sreya

[2026-02-27 03:42 | Victoria Vaughn] Good Morning Sreya, I tried to do that but it will not allow me change the “5” to any other number. It says “invalid value: height cannot exceed the limits” Also, did Mitch have any advise about the reports? I did get two this morning. I have not been getting any at all for the last three days and haven’t gotten those other three in weeks. Victoria Vaughn Clerk/Treasurer Village of Polk Polk, NE 68654 Mon – Fri (8:30 -11:30) ATTENTION ELECTED OFFICIALS: A “Reply to All” on this email could lead to violations of the Nebraska Open Meetings Act. Please reply only to the sender.

[2026-02-27 04:08 | Sreya Johny] Victoria, Mitch will be here next Thursday, and I’ll get back to you with an update after that. Sreya

[2026-02-27 05:00 | Sreya Johny] Please go to File > Page Setup in the Disconnect Notice Design and change the Paper Size Height to 11. This should resolve the “Invalid value: height cannot exceed the limits” message. Then, change the Detail band height to 10 or 10.5 and Save. Please let me know if this works.

[2026-03-06 02:46 | Sreya Johny] Spoke with Victoria and connected remotely. Modified the Detail band height to 10.5 after changing the Paper Size Height to 11.

[2026-03-06 03:45 | cust] Customer Added a Review on this ticket"
"21038785","Payment on written off account","[2026-02-19 04:00 | Chris Peterson] I have tried looking on the KB and our PowerManager book. I am not able to find any information on how to apply a payment that a customer has brought in after their account has been written off. Please advise what I need to do with the payment for this customer.

[2026-02-20 05:55 | Sreya Johny] Chris, If the write-off was done using the Enter Payments application, you can void it under Processing > Adjustments using the original posting date. Once it’s voided, you can enter the payment for that customer. Sreya

[2026-02-23 07:48 | Chris Peterson] The customer did not pay the whole right off amount. If he only payed a partial amount would you still have me follow these instructions?

[2026-02-25 01:41 | Mitch Dahl] They could void the entire write-off, enter the payment the customer made, and then, if they wish, write-off the remaining balance.

[2026-02-25 01:44 | Sreya Johny] Good morning Chris, Yes, you can void the entire write-off using the instructions provided in the previous response, then enter the customer’s payment. After that, if needed, you can write off the remaining balance.

[2026-02-25 02:15 | cust] Customer Added a Review on this ticket

[2026-03-04 02:50 | Chris Peterson] I am not able to perform a void on this written off amount using the UB adjustments section. It will not allow me to click on ""void"" when this written off amount is selected.

[2026-03-05 02:54 | Sreya Johny] Could you please share the customer number or name for the account where you are trying to void the write-off?

[2026-03-05 04:30 | Chris Peterson] Account number is 103532, Cole Osthus. Chris Peterson City of Imperial Billing Clerk

[2026-03-05 06:32 | Sreya Johny] Chris, This customer’s balance was written off as a charge adjustment using the write-off rates, not as a payment. Therefore, it will need to be reversed using a charge adjustment as well. In the UB – Adjustments screen, click the Setup button and ensure all your write-off rates are checked. Then click Close Enter the Posting Date as 12/30/2025 > Adjust > Select customer 103532 > In the Charges tab, go to the Electric Write-Off Rate, and you will be able to view the electric write-off transactions in the Previous Charges tab. In the Adjustments tab (on the left), enter the same amounts as positive values to void those entries. Repeat the same steps for the Water, Sewer, and Trash write-off rates, then click Save. Review the Customer History report to confirm that the written-off amount has been voided. Once the write-off has been voided, enter the customer’s payment. After that, if necessary, you can write off any remaining balance. Please let us know if you have any questions.

[2026-03-05 08:59 | Chris Peterson] If I didn't have any of those rates set up on this account will that show up? I am not seeing any of the same things on my screen as you show on your screenshots. Chris Peterson City of Imperial Billing Clerk

[2026-03-05 09:17 | Sreya Johny] The write off transactions should still show up in the UB - Adjustments screen. Are you able to see those transactions in the Adjustments tab instead of the Previous Charges tab?

[2026-03-10 09:43 | Sreya Johny] I attempted to void the write-off on my end in UB - Adjustments > Charges tab, as I had a copy of their data. I was able to see the original write-off transactions in the Previous Charges tab and successfully voided the written-off amount by entering a negative amount for the same value (see comment #10 in this ticket). The screenshots are attached below. However, Chris was not able to see the same transactions on their end. Attached is the screenshot Chris shared.

[2026-03-11 03:05 | Mitch Dahl] On the Adjustments main form, there is a Setup button. When you click that, a form is displayed that contains all of the rates with a ""Consider For Adjustments"" checkbox. When this box is checked, the rate will show up in Adjustments for all customers regardless of if that rate has been assigned to the customer or not. You would want to make sure that checkbox is checked for the write-off rates.

[2026-03-11 03:12 | Sreya Johny] I had asked her to select the write-off rates in the Adjustment Setup screen when I sent the instructions, and it appears she did. However, she is not able to see any Previous Charges for Rate #51 – Electric Write-Off, whereas I was able to see them on my end.

[2026-03-11 04:14 | Chris Peterson] This has been completed."
"21038540","Utility Billing","[2026-02-18 09:51 | Tricia Kuszak] I need to change the meter number and meter read. I did as my instructions told me to but I keep geting an error message.

[2026-02-19 02:37 | Emelia De Smet-Bacon] Good morning Tricia, What error message are you getting? Can you please share a screenshot?

[2026-02-19 02:54 | Tricia Kuszak] A listing of the meter readings did not print when I went through the process. Is there a way to get this printed?

[2026-02-19 04:36 | Tricia Kuszak] The error says Error Posting Record. Tricia Kuszak Deputy Clerk City of Loup City

[2026-02-19 08:36 | Emelia De Smet-Bacon] Tricia, Check that the meter record has a selection made in the Read Direction field. It should say ""Left to Right"".

[2026-02-19 08:37 | Emelia De Smet-Bacon] You can print a meter reading verification report through UB --> Reports --> Meters --> Meter Reading.

[2026-02-19 08:37 | Emelia De Smet-Bacon] Merged Tricia's other ticket about the same issue.

[2026-02-20 03:03 | Emelia De Smet-Bacon] Good morning Tricia, Just checking in to see if you still needed assistance with the error or the report?

[2026-02-20 03:08 | Emelia De Smet-Bacon] Called & confirmed the solutions provided worked for Tricia."
"21038492","Mailing List","[2026-02-19 02:46 | Scott Hebblethwaite] I need to know how to print a mailing list for utility customers.

[2026-02-20 08:27 | cust] Dear Scott, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-02-20 08:27 | Susan Thomas] Hello Scott, There are two main methods to generate a mailing list for utility customers: Steps to complete Option 1: Use the UB User Defined Reports Navigate to Utility Billing > Reports > User Defined Select ""Active Customer Mailing List Spreadsheet"" report Click OK to preview the report Use the export option to save as an Excel file for mail merge purposes Option 2: Print mailing labels directly Select ""Mailing Labels - Avery 5160 - By Zip Code"" report Print the labels on appropriate Avery label stock Alternative Option: Export from Customer Accounts Go to Utility Billing > Maintenance > Customer Accounts > Edit Use Filter to select only active customers (Status from 0 to 0) Right-click on any column to select which columns to display Use the Export option to save the data Please let us know if you need further assistance. Susan

[2026-02-24 09:35 | Susan Thomas] Hi Scott, please let me know if the instructions were helpful and if the ticket needs any further assistance.

[2026-02-24 10:11 | Scott Hebblethwaite] No, That took care of it."
"21038408","ubLookup.exe - Bad Image error","[2026-02-19 02:21 | SUSAN KOHMETSCHER] I'm getting a error when I try and open Power Manager and can't use it at all, so I'm not able to work. See attached error.

[2026-02-19 05:40 | SUSAN KOHMETSCHER] NEVER MIND IT IS WORKING NOW."
"21038434","Export File Needed for Billing","[2026-02-19 02:28 | KATIE KEYS] Good morning, I need help working on an export file for our meter reading for billing purposes. Please reach out to me as soon as possible. Next reading time is coming up. Have A Great Day! Katie Keys 223 S Chestnut St. Kimball, NE 69145 Utility Billing Clerk Direct Line (308)-235-2971 - Fax

[2026-02-25 01:58 | Joe Sheehan] Called Katie and we scheduled to do this tomorrow at 9am CST | 8am MST. She has bills to get out today.

[2026-02-25 02:58 | Joe Sheehan] Called Katie and we scheduled to do this tomorrow at 9am CST | 8am MST. She has bills to get out today.

[2026-02-26 01:03 | Joe Sheehan] Katie, I'm just wrapping something up. I'll be giving you a call here in just a moment.

[2026-02-26 01:51 | Joe Sheehan] Called and connected to Katie's computer. She's wanting a dropdown for the AMRExport application just like their UB-Vision Metering application. I told her that will have to go through Development and possibly sales. I told her I would talk with my boss and find out if it needs to go through sales or just development and follow up with her by the end of the day.

[2026-02-26 02:03 | Joe Sheehan] Katie, I'm just wrapping something up. I'll be giving you a call here in just a moment. Joe

[2026-02-26 02:51 | Joe Sheehan] Called and connected to Katie's computer. She's wanting a dropdown for the AMRExport application just like their UB-Vision Metering application. I told her that will have to go through Development and possibly sales. I told her I would talk with my boss and find out if it needs to go through sales or just development and follow up with her by the end of the day.

[2026-02-26 04:02 | Joe Sheehan] Called and spoke with Katie, we were trying to see if there was another way we could convert the export from the UB Vision application and convert it to a fixed text ASCII file. But the UB Vision application didn't export all the Sensus meters. Sending this over to sales for a quote for development to make this change to the UBAMRExport application.

[2026-02-26 04:22 | Joe Sheehan] @Gary Egelkraut, I spoke with Katie. She's requesting a site-specific change to the UBAMRExport application. She's looking to have a dropdown field where she can select the Meter Manufacturer before exporting. She's pretty upset because she stated before Mitch M would just do these things for them and now, they're having to pay extra for this type of service. I tried to explain to her that Mitch was just doing them a favor before by not going through sales. She wants ""All the documentation"" about our policy changes so she can pass it on to her boss to get this change approved by the board.

[2026-02-26 04:50 | Joe Sheehan] Just got off the phone with Katie, we tried the Sensus Analytics app but it was giving us a blank export. I told her Gary would reach out to her for a quote on the rest of this.

[2026-02-26 05:02 | Joe Sheehan] Called and spoke with Katie, we were trying to see if there was another way we could convert the export from the UB Vision application and convert it to a fixed text ASCII file. But the UB Vision application didn't export all the Sensus meters. Sending this over to sales for a quote for development to make this change to the UBAMRExport application.

[2026-02-26 05:22 | Joe Sheehan] @Gary Egelkraut, I spoke with Katie. She's requesting a site-specific change to the UBAMRExport application. She's looking to have a dropdown field where she can select the Meter Manufacturer before exporting. She's pretty upset because she stated before Mitch M would just do these things for them and now, they're having to pay extra for this type of service. I tried to explain to her that Mitch was just doing them a favor before by not going through sales. She wants ""All the documentation"" about our policy changes so she can pass it on to her boss to get this change approved by the board.

[2026-02-26 05:50 | Joe Sheehan] Just got off the phone with Katie, we tried the Sensus Analytics app but it was giving us a blank export. I told her Gary would reach out to her for a quote on the rest of this.

[2026-03-06 01:38 | Joe Sheehan] Is this a Sensus change or is this something new in their workflow. Need to call and find out.

[2026-03-06 02:02 | Joe Sheehan] Call with Katie - Sensus system was updated pulling all meters. New software FieldLogic Hub. Contact at Sensus: Will Ford 402-218-3179.

[2026-03-06 02:06 | Caitlin Freemark] Assigning back to support until the root cause is determined. If it is billable I expect it come back to sales. However leaving it with Sales while Support is still in the process of trouble shooting and requirements gathering is causing the client to assume Gary is responsible for resolution, and contacting him directly with technical questions.

[2026-03-06 02:19 | Joe Sheehan] Spoke with Marcus we determined that this is a change that will affect all PM|Sensus users so it's NOT a site-specific change and should be rolled out with the next PM update. Assigned to Development with DO 7029.

[2026-03-06 02:30 | Joe Sheehan] Ticket has been synced with TFS' work item TS# 110022 Kimball Sensus AMRExport change with state ""New"".

[2026-03-06 02:30 | Joe Sheehan] Comment added in TFS by Joe Sheehan Sensus changed the way they do their import/export process. The customer is in need of a way to select meter manufacturer when doing an AMRExport. They showed me in the Vision application that it has a dropdown that selects the meter manf. Katie is looking for the same functionality in the AMRExport application. This is not a site-specific change; this will affect all Sensus users.

[2026-03-06 02:38 | Joe Sheehan] Is this a Sensus change or is this something new in their workflow. Need to call and find out.

[2026-03-06 03:02 | Joe Sheehan] Call with Katie - Sensus system was updated pulling all meters. New software FieldLogic Hub. Contact at Sensus: Will Ford 402-218-3179.

[2026-03-06 03:06 | Caitlin Freemark] Assigning back to support until the root cause is determined. If it is billable I expect it come back to sales. However leaving it with Sales while Support is still in the process of trouble shooting and requirements gathering is causing the client to assume Gary is responsible for resolution, and contacting him directly with technical questions.

[2026-03-06 03:19 | Joe Sheehan] Spoke with Marcus we determined that this is a change that will affect all PM|Sensus users so it's NOT a site-specific change and should be rolled out with the next PM update. Assigned to Development with DO 7029.

[2026-03-06 03:30 | cust] Ticket has been synced with TFS' work item TS# 110022 Kimball Sensus AMRExport change with state ""New"".

[2026-03-06 03:30 | cust] Comment added in TFS by Joe Sheehan Sensus changed the way they do their import/export process. The customer is in need of a way to select meter manufacturer when doing an AMRExport. They showed me in the Vision application that it has a dropdown that selects the meter manf. Katie is looking for the same functionality in the AMRExport application. This is not a site-specific change; this will affect all Sensus users.

[2026-03-19 03:36 | Joe Sheehan] TFS' Work Item TS# 110022 Kimball Sensus AMRExport change's status changed from ""New"" to ""Active""."
"21038118","meter change","[2026-02-19 00:56 | Carolyn Lamarre] the meter #45786170 needs to be put on account #05540480 as the prior meter. It is messing up the reading files

[2026-02-19 01:37 | Carolyn Lamarre] alternate phone number is 401-435-7741

[2026-02-19 01:45 | Carolyn Lamarre] The start book is 418 instead of 508

[2026-02-19 23:48 | Carolyn Lamarre] this problem will prevent me from either closing the books or will bill this person twice-can someone please contact me. I am in the office from 7am -3pm Eastern

[2026-02-20 03:22 | Carolyn Lamarre] is anyone going to respond to me?

[2026-02-20 03:24 | Tony Williams] Sachin, Can you reach out to her today on this? - Tony

[2026-02-20 05:18 | Carolyn Lamarre] Please don't call Treasury, they closed at 1pm Eastern. Please call Water Department at 401-435-7741 we are here until 3pm Eastern

[2026-02-20 06:13 | Sachin Yadav] I called Carolyn, and we noticed that 2 of the accounts are having meter problems. I am waiting for my Senior Support Specialist to assist with this.

[2026-02-20 06:18 | Carolyn Lamarre] You could give me a current test database I can try some things Carolyn M. LaMarre Billing & Customer Service Rep City of East Providence Water Utilities Division 60 Commercial Way East Providence, RI 02914 SIGN UP FOR OUR MONTHLY NEWS LETTER: Have a service request or a problem to report? Click here: Visit us at: eastprovidenceri.gov Follow us on social:

[2026-02-20 07:27 | Chris Holloway] Hi Carolyn, To recap, we found that removing the account from the reading file and adding it back, then changing the reading dates on the meters to before the reading date in the reading file corrected the problem. Please let us know in you need any additional help with this."
"21038155","Needs assistance with an installation.","[2026-02-19 00:10 | Jimmy Biondo] Hi, this is Japs Technologies calling on behalf of City of Ponca in Punk, Nebraska. I am trying to set up power manager on a new computer for them, but the installer is password protected. If you could give me a call at 844-784-4357.

[2026-02-19 01:10 | Jimmy Biondo] Hi, this is Japs Technologies calling on behalf of City of Ponca in Punk, Nebraska. I am trying to set up power manager on a new computer for them, but the installer is password protected. If you could give me a call at 844-784-4357.

[2026-02-24 00:09 | Mitch Mullins] You have a new voice message:

[2026-02-24 01:09 | Mitch Mullins] You have a new voice message: NORTH SIOUX SD (605) 540-1086 Received: February 23, 2026 at 2:34 p.m. Length: 00:14 Voicemail Preview: ""Hi, this is John with our TI calling. To see if you could install power manager for City of Ponca on a laptop, give me call you k8447844357.

[2026-02-24 23:58 | Mitch Dahl] This John with RTI the MSP for City of Ponca Nebraska we are setting up a temporary laptop so we can repair one of theres and need to get Power Manager installed on it are you able to assist us with that? If not do you know who provides support for Power Manager for City of Ponca Nebraska? John Atchison | Helpdesk Phone: 844-784-4357 www.1RTI.com | jatchison@1rti.com Design Your Own Apparel Today! RTIThreads.com

[2026-02-25 00:58 | Mitch Dahl] This John with RTI the MSP for City of Ponca Nebraska we are setting up a temporary laptop so we can repair one of theres and need to get Power Manager installed on it are you able to assist us with that? If not do you know who provides support for Power Manager for City of Ponca Nebraska? John Atchison | Helpdesk Phone: 844-784-4357 Design Your Own Apparel Today! RTIThreads.com

[2026-02-27 05:11 | Joe Sheehan] Called and left my number with the front desk.

[2026-02-27 06:11 | Joe Sheehan] Called and left my number with the front desk.

[2026-03-05 03:48 | Tony Williams] @Joe Sheehan - Please ask them about this issue when you reach out on the other one today.

[2026-03-05 04:48 | Tony Williams] @Joe Sheehan - Please ask them about this issue when you reach out on the other one today.

[2026-03-13 08:09 | Tony Williams] @Joe Sheehan - Has this been addressed?"
"21037565","Report Request","[2026-02-18 12:07 | Crystal Williamson] Good afternoon, We are currently working with a third‑party auditor, and they’ve requested that we provide the data shown in the attached sample file. Is there an existing report that can produce this information? Please note that our rate codes are the only identifiers we use for units, as we don’t have the units (consistently) documented elsewhere. CITY OFFICE HOURS: MONDAY – THURSDAY 8AM - 5PM * CLOSED FRIDAYS AND HOLIDAYS

[2026-02-19 02:02 | Tony Williams] Sachin, If you can't find a report that gives them this, ask Dev, and if not push to sales.

[2026-02-19 07:00 | Sachin Yadav] Hi Crystal, You can try to pull the report on the Location"
"21037488","Update test database","[2026-02-18 10:05 | Christy Sartori] Hello. It is possible to schedule with someone to update our test database to our latest backup?I'm available tomorrow morning after 6:00 am pst on my cell 530-780-6900 if you have time.

[2026-02-18 11:11 | Tony Williams] I can do this just after 6 am PST in the morning. I'll give you a call.

[2026-02-18 11:14 | Christy Sartori] Awesome.

[2026-02-19 01:20 | Tony Williams] Called Christy, got on server, used last night's backup to update over oasis_test. All good."
"21037393","Adjustment mess","[2026-02-18 09:12 | SHERRI WAGONER] Good afternoon, everyone! I know it is late but I am preparing for billing tomorrow and I have found an account that has a mess on it. It looks like there was a payment posted on 1/23/26 as a credit card for an amount of $118.61. $15.00 of that total was supposed to go to a re-connect fee so the payment should have posted for $103.61. She tried to remove $15.00 but it ended up as a credit. Today, the 1/23/26 payment was voided and she tried to re-enter the payment of $103.61 with a date of 1/23/26, but that date has already been finalized. Now it shows several payments and reversals. How can I fix this?

[2026-02-20 08:14 | Susan Thomas] While one a call with Sherri reviewed this ticket and connected remotely. We voided the payment for 1/23, then processed a –$15 adjustment for the reconnect fee. The amount now reflects correctly in the customer’s history. Therefore, I am closing this ticket.

[2026-02-20 08:39 | cust] Customer Added a Review on this ticket"
"21037167","W-2 Box 14","[2026-02-18 07:45 | LYNN GROSELY] I need to have the overtime pay amount displayed in box 14. From what I just learned the ""half"" amount in the time and a half can be deducted and needs to go in box 14. I will then need to resubmit corrected forms.

[2026-02-19 03:15 | Joe Sheehan] We can either check box 14 in Earnings Overtime and add description FLSA OT or do a Employee History Report for calendar year 2025.

[2026-02-25 05:07 | Susan Thomas] Hi Lynn, Please follow the steps. Option 1: Configure Overtime Earnings to Display in Box 14 The most direct solution is to modify the overtime earning code in the Payroll module to report in Box 14 of the W-2 form with an appropriate description. Option 2: Use Employee History Report An alternative approach is to run an Employee History Report for calendar year 2025 to capture the overtime information needed. Steps to complete Go to Payroll > Setup > Earnings/Deductions Maintenance Find and select your Overtime earning code Edit the earning and navigate to the W-2 reporting options Check the option to ""Print in Box 14"" for the overtime earning Enter an appropriate description for the Box 14 entry (such as ""FLSA OT"") Save your changes Test this by previewing a W-2 for an employee with overtime to ensure it appears correctly in Box 14 Once verified, you can print the corrected W-2 forms for submission Additional Information Box 14 on the W-2 form is designated for ""Other"" information that employers want to report to employees. This box is commonly used for reporting items that don't have a specific box elsewhere on the W-2 form. The W-2/W-4 page in the Employee Edit Form allows for configuration of what information appears on W-2 forms, and the earnings/deductions setup controls what values get reported in specific boxes.

[2026-02-25 05:09 | cust] Dear LYNN, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-02-26 09:24 | Susan Thomas] Hi Lynn, were you able to resolve the issue with the instructions provided, or do you need further assistance?

[2026-03-03 09:48 | Susan Thomas] Resolution was provided and the customer did not reach back, therefore I am closing this ticket. Please reopen it if you need further assistance."
"21037093","Urgent payroll issue","[2026-02-18 07:23 | JENNIFER WATERHOUSE] I am having an error message (see incorrect federal deduction error message below) after updating an employee's W-4 information. The top screen shot was what it was before the change. The bottom two are error messages after deleting out the $2000 in step 3 and checking the box in step 2 to match his new w4. Please help. Before the change- After the change & with the error message. I also tried entering zeros in the screen shot below this one and got the same outcome. Jennifer Jennifer Waterhouse City Clerk PO Box 504, 314 South 10th Ave Broken Bow, NE 68822 Office: 308-872-5831 Fax: 308-872-6885

[2026-02-18 07:48 | Sreya Johny] Jennifer, This is a common issue when W-4 information is updated but the corresponding federal withholding deduction type is not properly aligned with the W-4 settings. The employee needs to have the correct federal withholding deduction type assigned that corresponds to their updated W-4 information with the Step 2 checkbox selected. Steps to Resolve Go to PR > Maintenance > Earnings/Deductions Use the Fed Update button to create the necessary federal withholding deduction types Since the employee has checked the Step 2 checkbox, they need to be assigned the deduction listed in the bottom section - 2020 or Later W-4 Step 2 Box Checked for Federal Married. If that is blank (as it is in the screen shot), you will need to add a new deduction. Go to the employee's record in Payroll and click Edit Navigate to the Deductions tab Check which federal withholding deduction is currently assigned to the employee If needed, click the + button to add a new deduction From the dropdown in the Deduct# column, select the appropriate federal withholding deduction that corresponds to ""Fed Married Step 2"" (or the appropriate filing status with Step 2 checked) Remove the previous federal withholding deduction if it's no longer applicable Save the changes Please let us know if you have any questions. Sreya

[2026-02-18 09:59 | JENNIFER WATERHOUSE] I followed the steps and am getting the same message. Below is the screen shot of what was already listed in the 2020 or later section, so I did not have to enter anything. I updated the employee's deductions to use ""48. 2020 federal married"" instead of ""8. Federal married"" (see screenshot at the bottom) and I am getting the same error message. Also, I just realized that figures that are entered in the Federal income Tax Deduction #48 have not been updated for many years since we have not used this before. Do I need to update them to match all the figures in the #8 federal income tax deduction that we did at the start of the year? See below This has old figures from a few years ago... This was updated at the first of the year. Do I make #48 match these figures as well? Jennifer Jennifer Waterhouse City Clerk PO Box 504, 314 South 10th Ave Broken Bow, NE 68822 Office: 308-872-5831 Fax: 308-872-6885

[2026-02-19 01:55 | Mitch Mullins] It appears the employee's active federal income tax deduction is correct. Deduction #48 should be used for married and step 2 box checked. I also noted the employee has a 2nd federal income tax deduction that is not checked to be computed and has $0.000 for the total. This will work, however, the preferred way when changing an employee's federal income tax deduction number is to replace the old with the new value instead of adding a new record for the change in federal income tax deduction number. This warning may be ignored without issue. Checking the ""Hide"" box on the no longer used federal deduction will prevent this warning from being displayed.

[2026-02-19 02:10 | Sreya Johny] Jennifer, Instead of adding a second federal withholding deduction, replace the existing one (#8) with the appropriate ""Step 2"" deduction type (#48). If the employee has two federal income tax deductions listed, you should either: Delete the unused deduction, or Check the ""Hide"" box on the unused deduction to prevent the ""Incorrect Federal Deduction"" warning and click Save. This warning may be ignored without issue. There are different federal income tax tables depending on whether the Step 2 box is checked or not. Therefore, Deduction #8 and Deduction #48 are not supposed to be the same. Your tax tables should be up to date as long as you run the Federal Update option (PR > Maintenance > Earnings/Deductions > Fed Update > Update). Sreya

[2026-02-19 02:35 | JENNIFER WATERHOUSE] This worked. Jennifer Jennifer Waterhouse City Clerk PO Box 504, 314 South 10th Ave Broken Bow, NE 68822 Office: 308-872-5831 Fax: 308-872-6885"
"21036940","Adding a new user to Windows Active Directory Group","[2026-02-18 06:39 | Sachin Yadav] #13302 Ticket [108487] was updated. - [EXTERNAL] FW: Impressa Issues Mike Elias wrote: Karen,We currently do exactly as they are directing you to do when creating new users for your department. The issue here is, and I stress this, it does not work. This information has been relayed to all parties' multiple times, but Harris does not seem to be getting the message.Please let me know if talking to them directly would be more efficient in getting Harris to understand this.

[2026-02-18 06:40 | Sachin Yadav] Added by Karen. Can you please read the email attached from our IT department. He is still having an issue adding new employees into impresa. Would you be able to reach out to Mike and see if you can help him?

[2026-02-18 06:58 | Sachin Yadav] Hi Karen, I again tried to call Mike and left a voice message for him as well. Sachin

[2026-02-19 02:26 | Sachin Yadav] Hi, this is Michael is from the Clermont County Information Systems Department I am calling for, I believe a session session returning your call from yesterday for trying to get new users into our impressive system when adding them to the specific active directory groups does not work. If you can give me a call back, I should be in the office most of today. Again, my phone number is 513-735-8617.

[2026-02-19 06:00 | Sachin Yadav] Meeting invite is sent out for 24th Feb at 2 pm EST.

[2026-02-24 07:23 | Tony Williams] Worked with Sachin on this

[2026-02-24 07:24 | Sachin Yadav] In the meeting today, we found that when a new user gets added to the Windows Active Directory Group, their username is not assigned to our DB automatically; the only option to make it work is to copy or override the old username, and Karen doesn't want this, because it's showing all the historical time stamps for the clerk/user while performing any job in the Impresa. We brought the ICIS_Logs file for this testuser and we will involve our DEV to look into this issue and update you! Note : Clermont County is on Impresa 4.22.3, and as per Tony, this has an issue with Clermont for adding any new user to WAD, so we suggested getting upgraded and this issue would have been fixed there, so Chris Rowland can get added automatically to the SQL. Sachin

[2026-03-02 08:13 | Sachin Yadav] Hi Mike, Please let me know if you can connect me to the SQL server for Clermont County. I have to check a quick SP. You can also use SSMS and verify that the stored procedure sp_sa_user_master_insert exists. The trick is that it moved from oasis_master to oasis at some point long ago.... I just do not know if it was before or after 4.22. Let me know when we can do that. Sachin

[2026-03-02 08:40 | Sachin Yadav] ""Hi, this is Michael Elias with Clermont. Is d saw where you gave gave me a call, sorry, I did not pick up. I was on a phone with another customer. I will be back on the office tomorrow at 8 of the clock. I should be around most of the morning. I will be stepping out a couple of times. Just go ahead and give me a call sometime after 8 of the clock tomorrow and we can discuss what you need.

[2026-03-03 03:58 | Sachin Yadav] Hi Mike, I tried calling you 2-3 times, including on the last day, and left a voicemail. Please let me know what time we can do a WebEx session?

[2026-03-05 03:48 | Sachin Yadav] Mike will be at Lunch now. We will call him after 12:30 pm EST.

[2026-03-05 07:37 | Sachin Yadav] Hi Mike, I am still waiting for our DEV for the next steps. I'll loop you in on all the updates, so maybe tomorrow!

[2026-03-06 08:38 | Sachin Yadav] Sachin, I was able to reach one of the users who has been trying to log into Impressa. He was able to do so. However, before he got into the application, he received an error, “Autoloader was unable to update.” All you have to do is click Ok, and then he went on and got into Impressa. Mike Elias Clermont County Systems Analyst

[2026-03-06 08:40 | Mike Elias] This is Mike Elias. I will be out of the office on Monday, March the 10th. During my absence, please contact ISD at 513-732-7868 or by email at isdhelp@clermontcountyohio.gov. Mike Elias

[2026-03-06 08:40 | Sachin Yadav] Sachin"
"21036066","Accounts not in Impresa","[2026-02-18 03:13 | Maxine Abrams] Impresa is not locating two (2) inactive accounts. One account to be transferred back to the owner after a tenant moved out and a copy of a current final bill.

[2026-02-18 08:58 | Sachin Yadav] Hi Maxine, Did you try to click on the ""Include Inactive Account"" button? Sachin

[2026-02-19 01:23 | Maxine Abrams] That worked, Ms. Abrams Utility Revenue Specialist Finance Department Office: (240) 314-8420 Fax: (240) 314-8419 Email: utilitybilling@rockvillemd.gov

[2026-02-19 02:39 | Sachin Yadav] Awesome.

[2026-02-19 02:52 | cust] Customer Added a Review on this ticket"
"21034448","Issue with access to the server from clients","[2026-02-17 05:42 | Jason Kennedy] Saturday our server would not allow cc payments to come in. Upon accessing the server it was running very slow, but now logs showexd any issues. Today (2/17) at 1pm users were not able to access the server from their clients. The server was not running slow, and no windows errors.

[2026-02-17 06:42 | Jason Kennedy] Saturday our server would not allow cc payments to come in. Upon accessing the server it was running very slow, but now logs showexd any issues. Today (2/17) at 1pm users were not able to access the server from their clients. The server was not running slow, and no windows errors.

[2026-02-17 08:58 | Lisa Ward] Called Jason and had him verify that it isn't a space or resource issue.

[2026-02-17 09:58 | Lisa Ward] Called Jason and had him verify that it isn't a space or resource issue.

[2026-02-24 02:25 | Chris Holloway] Hi Jason, The SP change for the inHance Reindex sql job that I made last week should help with performance. Please let me know if you see any improvements or need additional help with this.

