"ticket_id","ticket_name","full_thread_text"
"21078992","[EXTERNAL]Ticket request","[2026-03-12 05:54 | Corrinn Garrison] Hi, Is there a way to keep an account in a billable book, but keep it from accruing penalties? I have a customer that wanted to turn off a meter and close the account out due to a leak and they don’t use it. She is going to have to make payments on it and I told her she would not accrue penalties per her request. Corinn Wiley, MSHRM

[2026-03-12 05:59 | Jimmy Biondo] Yes. Extra Info button in the bottom left of a customer's screen Overdue drop down in the bottom right of that screen Set to 'D' for do not penalize."
"21078991","Fieldhawk 2.0 loading issue","[2026-03-12 05:53 | Stephanie Howland] We have a single Fieldhawk user Jdixon who is experiencing issue when trying to access the individual work order queue. When he selects My work orders it goes to the screen but never loads. We have cleared his browsing data, tried different internet sources and browsers, and three different devices (his-Microsoft Surface Pro with a data plan, Rbreadon's tablet that is functioning correctly for him, and my desktop workstation.) Any ideas?Screen shot from attempting to use the desktop with Google Chrome.Screenshot from the Surface ProScreenshot from a Lenovo Tablet

[2026-03-13 05:42 | Chris Holloway] Hi Stephanie, Let me check a few things on the server and I will get back with you on this.

[2026-03-13 05:58 | Chris Holloway] Hi Stephanie, I am not seeing any work orders assigned to Jdixon in your live data. Do you have any specific work orders that you know are assigned to him? This is from the work order reports wizard:

[2026-03-13 07:48 | Chris Holloway] Hi Stephanie, We checked again today and we could see his workorders again. Please let us know if he has problems with this on his tablet still."
"21078912","Monthly minimum charges","[2026-03-12 05:36 | Jessie Moore] I would like to have a discussion on the billing cylce for water usage and minimum charges. We are trying to refund a customer do to his meter not having been connected to a active waterline for approximately six months.

[2026-03-12 05:57 | Jimmy Biondo] discussed proration and proration setup for new accounts."
"21078930","Timeout Error on Bill Runs with Impresa","[2026-03-12 05:38 | Lucas Campbell] Greetings, I’m Lucas from the City of Victoria IT department and we’re running into an issue when trying to do bill runs in Impresa. At the moment, the run we’re trying to do is throwing an error stating “Execution Timeout Expired. The timeout period elapsed prior to completion of the operation or the server is not responding.” This is a new computer with a fresh install of Impresa, but we’ve been able to do bill runs on it last week without issue. This is an urgent issue. If you can get with us today on the matter, we would greatly appreciate it. Lucas Campbell I IT Support Technician Information Technology lcampbell@victoriatx.gov

[2026-03-13 01:42 | Sachin Yadav] Hi Lucas, Please let us know what time we can schedule a call with you to review this ticket for you.

[2026-03-13 02:42 | Sachin Yadav] Hi Lucas, Please let us know what time we can schedule a call with you to review this ticket for you. Sachin

[2026-03-13 05:37 | Sachin Yadav] Hi Lucas, I tried to call you and left a vm. Sachin

[2026-03-13 06:37 | Sachin Yadav] Hi Lucas, I tried to call you and left a vm. Sachin

[2026-03-16 04:32 | Lucas Campbell] Hi I left a voicemail, but just in case it wasn't received I'll reply here too. I'm available on Wednesday from 8 am to 5 pm CST if you wanted to get together and look at this.

[2026-03-17 01:40 | Sachin Yadav] Hi Lucas, I've tried to call you and left a voicemail. Please let us know your availability, and we can schedule a time to discuss this ticket issue.

[2026-03-17 03:19 | Lucas Campbell] Greetings, I'll be available tomorrow from 8 am to 5 pm CST."
"21078689","IUS Batches Not Exporting","[2026-03-12 04:34 | Tri-Cities IT Support] We are receiving the following error when we try to export the IUS batches (daywork files) from Impresa to GP:

[2026-03-13 04:19 | Chris Holloway] Hello, We need to connect to Washington County Service Auth. SQL server to take a look at the services for the Impresa to GP interface. I can give someone a call or send a webex link to work on this issue. Please let me know which you prefer.

[2026-03-13 04:23 | Tri-Cities IT Support] Hi Chris, This was a really pressing issue for WCSA so I took a look at it myself and got the issue fixed. All we had to do was restart the Microsoft Dynamics GP Service Host and the problem was fixed. Nate Tirado Helpdesk Technician, Tri-Cities IT, Inc. nate.tirado@tricitiesit.com Direct: 423-786-2140 ---- on Fri, 13 Mar 2026 11:18:05 -0400 ""Christopher Holloway"" wrote ---- Hello, We need to connect to Washington County Service Auth. SQL server to take a look at the services for the Impresa to GP interface. I can give someone a call or send a webex link to work on this issue. Please let me know which you prefer. Christopher Holloway"
"21078898","Period out of balance","[2026-03-12 04:33 | DENNELLE FISCHER] I am still trying to resolve this issue. I am getting very frustrated as I cannot get the support needed to help with this and other issues. Alot of money is paid out to have the support needed. Hopefully we can get this issue and other issues resolved. Please see attached. Dennelle Fischer

[2026-03-12 05:33 | DENNELLE FISCHER] I am still trying to resolve this issue. I am getting very frustrated as I cannot get the support needed to help with this and other issues. Alot of money is paid out to have the support needed. Hopefully we can get this issue and other issues resolved. Please see attached. Dennelle Fischer"
"21078868","Amanda is not able to get to the","[2026-03-12 04:23 | Chris Holloway] Getting an object reference error when trying to go to work order maintenance either from the customer screen or from Technical Services

[2026-03-12 04:35 | Chris Holloway] Hi Kathy, We found that Amanda can log into another workstation and she can get to the work order screen from there. Our next steps will be to reinstall impresa on her workstation to see if this fixes the issue. We will need the admin user name and password for this, and we will need to schedule a time to work on this as well. I am going to drop this ticket back into the main queue, and someone from support will pick it up to get this scheduled with you and your IT.

[2026-03-12 05:23 | Chris Holloway] Getting an object reference error when trying to go to work order maintenance either from the customer screen or from Technical Services

[2026-03-12 05:35 | Chris Holloway] Hi Kathy, We found that Amanda can log into another workstation and she can get to the work order screen from there. Our next steps will be to reinstall impresa on her workstation to see if this fixes the issue. We will need the admin user name and password for this, and we will need to schedule a time to work on this as well. I am going to drop this ticket back into the main queue, and someone from support will pick it up to get this scheduled with you and your IT."
"21078861","Manville-EBILL Customer Listing","[2026-03-12 04:20 | Laura Fenske] Need to know where/how to pull a listing of all customers with a Bill Type = E-Mail. We are needing to email a notice to all these customers. please call me at 512-856-2488 ext 1400 - if I do not answer, please press zero & have me located

[2026-03-12 05:20 | Laura Fenske] Need to know where/how to pull a listing of all customers with a Bill Type = E-Mail. We are needing to email a notice to all these customers.please call me at 512-856-2488 ext 1400 - if I do not answer, please press zero & have me located

[2026-03-13 09:50 | Chris Holloway] Hi Laura, You can use the Customer BI screen to find these accounts, and you can send the list to the batch email screen from the BI as well. Please let us know if you need help with the report and process.

[2026-03-13 09:52 | Laura Fenske] It appears that the user lfenske@manvillewsc.org has their out of office message turned on. Below is the automated reply we received from them: ﻿ I AM CURRENTLY OUT OF THE OFFICE & WILL RETURN ON MAR 16th. For all urgent matters please forward emails to customerservice@manvillewsc.org Thank-you, Laura Fenske"
"21078574","GP Deposit Check Transfer Not Working","[2026-03-12 04:03 | Tri-Cities IT Support] Whenever we try to use this function this is the error we get.

[2026-03-12 07:12 | Chris Holloway] Is this function initiated in impresa or GP?

[2026-03-13 06:09 | Tri-Cities IT Support] Issue was fixed by restarting the Microsoft Dynamics GP Service Host service."
"21078538","Entering New GL Accounts","[2026-03-12 03:54 | Emelia De Smet-Bacon] Pasting from Outlook: Would you have time to help me add 6 new accounts? The Auditor has adjustments on these, but they are not in the program. If I did my math correctly, I think I may be 576.33 off- AJ NEW E-MAIL ADDRESS: clerk@loupcityne.gov AJ Reimers City Clerk/Treasurer 134 S 8th St PO Box 250 Loup City, NE 68853

[2026-03-12 03:57 | Emelia De Smet-Bacon] Good morning AJ, To create a new General Ledger account, you can go to General Ledger > Maintenance > Account Number Maintenance. Click ""Add"" at the top, which will open a new window like this: You can enter the account number, verify the type of account, and change the name if needed. Once the account is created, it will be available to post an entry to in the general journal.

[2026-03-12 06:11 | AJ Reimers] Does this look correct? But the auditor’s detail is Garbage Supplies? AJ NEW E-MAIL ADDRESS: clerk@loupcityne.gov AJ Reimers City Clerk/Treasurer 134 S 8th St PO Box 250 Loup City, NE 68853

[2026-03-12 06:23 | Emelia De Smet-Bacon] Hi AJ, That looks correct. You can name the account ""Supplies"" in the blank field next to Account 6796 at the bottom.

[2026-03-13 05:44 | Emelia De Smet-Bacon] Pasting from Outlook: Fantastic news! Yes, you can finalize. There’s a button on the work file selection page that says Finalize. Simply highlight the work file you want to finalize, click Finalize, and select “finalize entire work file” (as long as the only entries in that work file are these adjustments). I found my mistake, and balanced now! So I guess I just need to know how to post this? AJ NEW E-MAIL ADDRESS: clerk@loupcityne.gov AJ Reimers City Clerk/Treasurer 134 S 8th St PO Box 250 Loup City, NE 68853"
"21078495","why are 00 being added at the end of a customer's reading","[2026-03-12 03:43 | Jimmy Biondo] the meter does not have trailing zeros on it so we changed the multiplier from 100 to 1. I had them edit the imported reading to remove the 00 at the end as well."
"21078444","help with issue.","[2026-03-12 03:29 | Monica Fisher] I am having trouble with a file path to save my drafts to. It got changed last month and again this month. I think I fixed it but I’m not grown up enough to change it according to my system. Please help me before I assist this computer in dying today 😊 -Monica

[2026-03-12 03:58 | Jimmy Biondo] Setup > Draft Information Near the bottom there are 2 lines. Once for Prenote location, one for daft output location. I had her go and point it to the folder she wanted and add in the filename to write to and it worked."
"21078592","[EXTERNAL]Rate Change","[2026-03-12 04:09 | VICKY THOMPSON] Susan, Alex or Emilia: I need help with a rate change for one customer. No big hurry but will need to be done before the end of this month. Vicky Thompson Clerk/Treasurer Village of Milligan P.O. Box 323 Milligan, NE 68406

[2026-03-12 05:56 | Susan Thomas] Hi Vicky, Please follow the directions below. If you need any further assistance, feel free to reach out.

[2026-03-12 05:59 | Susan Thomas] Dear VICKY, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received.

[2026-03-12 06:56 | Susan Thomas] Hi Vicky, Please follow the directions below. If you need any further assistance, feel free to reach out. Option 1: Using the Add-On Amount Field (Recommended Method) Navigate to Utility Billing > Maintenance > Customer Accounts Find and select the specific customer you want to set a custom rate for Click Edit to open their account details Go to the Billing-Rates tab Select the rate you want to customize for this customer Modify the Add-On Amount field to the desired value This will add or subtract from the standard rate amount Use a positive value to increase the rate Use a negative value to provide a discount Option 2: Creating a Special Rate Code If the customer needs a completely different rate structure: Navigate to Utility Billing > Maintenance > Rate Click Add to create a new rate Set up the rate with the desired components and pricing Give it a descriptive name (e.g., ""Special Water Rate - Customer Name"") Once created, assign this rate to the specific customer: Go to Utility Billing > Maintenance > Customer Accounts Find and select the customer Remove the standard rate if necessary Add the new special rate you created Important Notes: The Add-On Amount method is simpler and maintains consistency with your standard rates Creating a special rate code gives you more flexibility but requires more maintenance Any rate changes to standard rates won't automatically apply to custom rates Document any custom rates for future reference and billing verification

[2026-03-12 06:59 | cust] Dear VICKY, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support"
"21078352","Impresa Not Working","[2026-03-12 03:04 | Stephanie Howland] Good morning, When trying to open Impresa for the first time today we got an error message we have not seen before and our database is not loading. Please see the error below

[2026-03-12 03:13 | Tony Williams] Stephanie, Can you try again? It looks like it may have been a windows update, but I am able to get on both servers and into Impresa via Parallels as well. - Tony

[2026-03-12 03:27 | Stephanie Howland] Tony, I had everyone restart their devices and things looks okay now. Stephanie Administrative Services Manager

[2026-03-12 03:28 | Tony Williams] You're welcome Stephanie. Have a great day. - Tony"
"21078286","Obtaining route file","[2026-03-12 02:47 | Patricia Fisher] Good Morning, We are requesting assistance in how we download our route file to our computer so that we can then upload that to our handheld to read our meters. Please call us at (717) 486-7613. Madeline.

[2026-03-12 03:06 | Jimmy Biondo] Walked her through exporting her route and told her the steps to import it into Autoread"
"21078275","Utility bills","[2026-03-12 02:43 | Tricia Kuszak] I need to get an account to charge before we run the route again.

[2026-03-12 06:57 | Susan Thomas] spoke with AJ, Tricia is at lunch. I will try again shortly.

[2026-03-12 10:22 | Susan Thomas] Hi Emelia, I spoke with Tricia, and she confirmed that this particular residential customer does not have a water meter and is only billed for sewer. In the Billing Rates, we added the standard residential rate that other customers have. How should we calculate the sewer charge for this customer? Are we supposed to apply a flat rate for the add‑on amount? Please advise.

[2026-03-13 03:00 | Emelia De Smet-Bacon] Hi Susan, You're correct about where the flat rate should go, in the add-on amount field for that residential rate. As far as what they should charge him, that's up to Loup City. Since the customer doesn't have a water meter, there's no way for Loup City to calculate an average for the sewer charges. I would think Loup City would have a predefined number to charge for situations like this. If they don't, they'll have to tell us what they want to bill him. Once we know the $ amount, we can add it to the add-on amount for the flat component of the residential sewer rate.

[2026-03-13 04:54 | Susan Thomas] Hi, Per Tricia’s review, the flat rate should be entered in the add‑on amount field for the residential sewer rate. Since the customer does not have a water meter, there is no way to calculate an average for the sewer charges. Your city will need to determine the dollar amount you want to bill for this situation. Once you decide on that amount, you’ll just need to add it to the add‑on amount field for the flat portion of the residential sewer rate. in Billing rates edit rate #18 to proceed. then compute charges.

[2026-03-13 04:57 | cust] Dear Tricia, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-03-13 05:27 | Susan Thomas] I reached out to Tricia, and she reviewed the instructions I sent. I also walked her through the steps to enter the add‑on amount when she is ready. Therefore, I am closing this ticket."
"21078260","unable to print bill on new pc","[2026-03-12 02:38 | Ivonne Vines] Good morning Harris,we are moving to a new location this weekend. I need to install impresa to a couple new computers. I was able to install impresa with no issues. I also installed (sap crytal report) ""CR13SP26MSI32"" and still not printing a bill.....I get an error ""load report failed""-attached.Can someone please assist me on this?

[2026-03-12 04:08 | Lisa Ward] Talked her through creating the temp folder so the reports will run. She will call back if she has additional issues. She is changing out several computers.

[2026-03-12 06:56 | Ivonne Vines] Hello Lisa,when you have time can you webex to another new pc.....I created the temp folder like you told me earlier.....I'm not getting the same load report failed....but is not generating the bill to print....let me know when we can do this.

[2026-03-12 07:32 | Ivonne Vines] fyi,""Temp"" folder"" in reports folder didn't fix my issue.Ivonne

[2026-03-12 08:49 | Ivonne Vines] Lisa,is it possible you can call me back in the next hour?Ivonne

[2026-03-12 10:13 | Lisa Ward] Installed the custom report from the plugin on all machines and verified permissions to the folders."
"21078340","PRINTING BILLS","[2026-03-12 02:02 | Maxine Abrams] I'm not able to print any bills but able to print everything else through Impresa. Someone from the IT department checked the issue and suggested I contact Harris to solve this issue.

[2026-03-12 02:30 | Tony Williams] Maxine, What is the error you are getting that isn't allowing you to print bills?

[2026-03-12 02:35 | Maxine Abrams] Please see error message below. Ms. Abrams Utility Revenue Specialist Finance Department Office: (240) 314-8420 Fax: (240) 314-8419 Email: utilitybilling@rockvillemd.gov www.rockvillemd.gov/utilitybilling

[2026-03-12 03:02 | Maxine Abrams] I'm not able to print any bills but able to print everything else through Impresa. Someone from the IT department checked the issue and suggested I contact Harris to solve this issue.

[2026-03-12 03:30 | Tony Williams] Maxine, What is the error you are getting that isn't allowing you to print bills?

[2026-03-12 03:35 | Maxine Abrams] Please see error message below. Ms. Abrams Utility Revenue Specialist Finance Department Office: (240) 314-8420 Fax: (240) 314-8419 Email: utilitybilling@rockvillemd.gov

[2026-03-12 05:02 | Lisa Ward] Worked with Jimmy to try and troubleshoot the issue. We have updated the driver, tried printing to a different printer, and tried printing to a PDF. She can print everything else within Impresa and through Windows

[2026-03-12 06:02 | Lisa Ward] Worked with Jimmy to try and troubleshoot the issue. We have updated the driver, tried printing to a different printer, and tried printing to a PDF. She can print everything else within Impresa and through Windows

[2026-03-13 02:33 | Sachin Yadav] Hi Maxine, Please let me know what time works for you today?

[2026-03-13 03:31 | Maxine Abrams] Anytime Ms. Abrams Utility Revenue Specialist Finance Department Office: (240) 314-8420 Fax: (240) 314-8419 Email: utilitybilling@rockvillemd.gov www.rockvillemd.gov/utilitybilling

[2026-03-13 03:33 | Sachin Yadav] Hi Maxine, Please let me know what time works for you today?

[2026-03-13 04:31 | Maxine Abrams] Anytime Ms. Abrams Utility Revenue Specialist Finance Department Office: (240) 314-8420 Fax: (240) 314-8419 Email: utilitybilling@rockvillemd.gov"
"21078132","Assist with Online Billpay issue","[2026-03-12 01:55 | Steve Carson] Hey I need help with our online bill pay that we use through inhance. Could yall give me an email for support for them by chance?

[2026-03-12 02:13 | Jimmy Biondo] Needed the help email for iWebMS I believe it is either helpdesk@transactionwarehouse.com or Support@transactionwarehouse.com"
"21078255","File that runs every night","[2026-03-12 01:37 | JULIE DIXON] Good morning We have a file that runs every night from PMan It is suppose to grab certain items from our billing system to send to our outage map. Originally, this file would look at the location tab in customer maintenance and pull that address for all meters that were associated with the customer When we realized what this was doing to our outage map, we made a request and Mitch fixed the file to look for the following: Right now, when this report runs, it is suppose to look at the meter tab of customer maintenance. If there are 2 meters for one customer, it is suppose to look at this tab to see if there is information on the meter Location. In this screenshot below, you can see there are 2 meters at this location and each meter has something in the meter location part. This information is then sent in a file to MyMeter. These files are then brought into MPower. This is our outage map. The problem is now it is not looking at this. We need this file fixed that is generated in PMan so that the correct address goes to our outage map system. Here is the screenshot for these 2 meters in our outage map system. In this case, it is looking at the 2nd meter and bringing that information over in the file for our outage maps THIS IS NOT SOMETHING NEW WE NEED YOU TO DO FOR US. THIS IS SOMETHING WE HAVE HAD FOR QUITE AWHILE. WE JUST NEED THIS FILE FIXED. i have attached another screenshot as another example In this case, it is looking at the 3rd meter (last meter) and bringing that information over in the file instead of what it should be bringing over. I looked at another customer that I know has more than 1 meter Here is another example

[2026-03-12 02:37 | JULIE DIXON] Good morningWe have a file that runs every night from PManIt is suppose to grab certain items from our billing system to send to our outage map.Originally, this file would look at the location tab in customer maintenance and pull that address for all meters that were associated with the customerWhen we realized what this was doing to our outage map, we made a request and Mitch fixed the file to look for the following:Right now, when this report runs, it is suppose to look at the meter tab of customer maintenance. If there are 2 meters for one customer, it is suppose to look at this tab to see if there is information on the meter Location.In this screenshot below, you can see there are 2 meters at this location and each meter has something in the meter location part. This information is then sent in a file to MyMeter. These files are then brought into MPower. This is our outage map.The problem is now it is not looking at this.We need this file fixed that is generated in PMan so that the correct address goes to our outage map system.Here is the screenshot for these 2 meters in our outage map system. In this case, it is looking at the 2nd meter and bringing that information over in the file for our outage mapsTHIS IS NOT SOMETHING NEW WE NEED YOU TO DO FOR US.THIS IS SOMETHING WE HAVE HAD FOR QUITE AWHILE. WE JUST NEED THIS FILE FIXED.i have attached another screenshot as another example In this case, it is looking at the 3rd meter (last meter) and bringing that information over in the file instead of what it should be bringing over.I looked at another customer that I know has more than 1 meterHere is another example

[2026-03-12 07:32 | JULIE DIXON] This file will look at the Meter Tab first, If there is nothing in the Meter Location of the Meter itself (as shown below) then it will use the location tab and use that address. Some customers only have one meter and there will not be anything in the Meter location of the meter on the meter tab. Then it will use the location tab.

[2026-03-12 08:32 | JULIE DIXON] This file will look at the Meter Tab first, If there is nothing in the Meter Location of the Meter itself (as shown below) then it will use the location tab and use that address.Some customers only have one meter and there will not be anything in the Meter location of the meter on the meter tab. Then it will use the location tab.

[2026-03-16 03:32 | JULIE DIXON] Can I please get someone to look at this ticket. This affects our outage map.

[2026-03-16 06:52 | Joe Sheehan] Hey Julie, I called and left you a message. Feel free to give me a call back at 401-900-5671.

[2026-03-16 07:36 | Joe Sheehan] M-power and my Meter. We looked over the file that gets created and spot checked some accounts. Looks correct on there so we're thinking it's a problem with how the outage map software is digesting the file. Julie will put in a support ticket with them. Closing this ticket for now.

[2026-03-16 07:49 | Joe Sheehan] Customer Added a Review on this ticket"
"21078256","Account numbers added to mailing labels","[2026-03-12 01:37 | Melissa Beeman] We will be sending out letters soon and need the account numbers added to mailing labels. Is there any way we can get a new document made for that under user defined?

[2026-03-12 02:37 | Melissa Beeman] We will be sending out letters soon and need the account numbers added to mailing labels. Is there any way we can get a new document made for that under user defined?"
"21077557","Surcharges","[2026-03-11 10:22 | Julie Funk] Hello We are experiencing far less snow here in Colorado and may have to implement drought restrictions and surcharges. I can see that at some point surcharges were applied in our system, but it was way back in 2003. I am not sure how they were calculated, and if it is just inactive at this point. Would you be able to take a look at our settings to see how it was calculated? They are not all the same surcharge, so I think it was a percentage basis. I am not sure how Impresa would apply the surcharge? Is it a penalty or a charge? We are in the planning stages to determine how we would apply surcharges if we are going to need to, but it would be good to know how the system calculated them back them, as well as how we implement them.

[2026-03-11 11:22 | Julie Funk] HelloWe are experiencing far less snow here in Colorado and may have to implement drought restrictions and surcharges. I can see that at some point surcharges were applied in our system, but it was way back in 2003. I am not sure how they were calculated, and if it is just inactive at this point.Would you be able to take a look at our settings to see how it was calculated? They are not all the same surcharge, so I think it was a percentage basis. I am not sure how Impresa would apply the surcharge? Is it a penalty or a charge?We are in the planning stages to determine how we would apply surcharges if we are going to need to, but it would be good to know how the system calculated them back them, as well as how we implement them."
"21077344","BM Mobile Export Error - ServiceOrderErrors","[2026-03-11 09:34 | Tyler Silvernail] Tyler, Having an issue importing service orders. Can you see Kaleb’s note below and picture. Linda Hey Linda, I can't export the service orders from this morning. It keeps giving me this error message. Kaleb Sent via the Samsung Galaxy A16 5G, an AT&T 5G smartphoneGet Outlook for Android

[2026-03-11 09:35 | Tyler Silvernail] Data changed (service orders) after the import to mobile but before teh export from mobile. Adjust service orders to make sure they align prior to exporting from mobile back into BM. Hi Linda, Sorry it's been a busy day/week/month/year. What was the issue and how did you fix it? I want to add notes to a ticket so we know how to fix it moving forward. T

[2026-03-11 11:34 | Tyler Silvernail] I was able to look at the service orders in Mobile and compare to BillMaster on my computer. I noticed that a work order had been exported with a scheduled date of 3/10 however it was changed in BillMaster work order to 3/11 and the export type was changed to pending, even though the work order was already exported to Mobile. (hope that makes sense) I deleted the service order out of Mobile and closed it in BillMaster. Then ran the export again. It cleared it and all other orders were imported. I remind staff that if a work order is exported, do not make any changes. If it has exported the simplest thing is to have field tech delete the service order out of the Mobile device, Customer service close the service order in BillMaster. Create a new service order."
"21077320","Problem with calculations.","[2026-03-11 09:25 | Jimmy Biondo] This is Ivana. I was calling this morning for 2 things. 1, I am trying to download all the readings from books 2, 304 and it is giving me an overflow arrow message. I am not sure what that is. And then the other issue that I had was I was calling in reference to the store credit that we added on the bills for last month to remove that from this month's bill. If you give me a call back, that would be great. I think if you can reach me there, let me give you yourself the sale number. That it is okay. Just call me at the office. 34202918.

[2026-03-11 10:05 | Jimmy Biondo] set the amounts in their sewer credit to 0 helped them get the total usage for 21-22, 22-23, 23-24 and the number of users for those times as well."
"21077306","IUS Batches Not Exporting","[2026-03-11 09:21 | Tri-Cities IT Support] We are receiving the following error when we try to export the IUS batches (daywork files) from Impresa to GP:"
"21077275","Vendor checks","[2026-03-11 09:15 | Lori Rezny] I have 3 checks that were printed with the wrong check number on the check so I need to change the check number to match the paper check that was printed. The checks are already printed and mailed to the vendors.

[2026-03-12 03:42 | Sreya Johny] Need to review with Mitch: Can we simply reprint the checks in AP > Pay Invoices and change the check number?

[2026-03-12 05:13 | Mitch Mullins] The reprint option for AP check printing may be used to re-number checks. Reprinting will ask for the starting and ending check number to be re-printed (the incorrect check numbers) and the correct starting check number. Checks may be printed to paper or a pdf file.

[2026-03-12 08:33 | Sreya Johny] Lori, You can update the system to match the paper checks that were already mailed to vendors by using the reprint option in AP check printing. This will allow you to re-number the checks in your system. Reprinting will ask for the starting and ending check number to be re-printed (the incorrect check numbers) and the correct starting check number. Go to AP > Processing > Pay Invoices Enter the original Payment Date and select the vendor account Enter the incorrect check number in the Starting Check Number to Reprint and Ending Check Number to Reprint fields Enter the correct starting check number in the First New Check Number fields and click Next You can print these to either paper or a PDF file. This process will update your system to reflect the correct check numbers that were sent to your vendors. Let me know if you have any questions."
"21077231","Mailing List Report","[2026-03-11 09:04 | Tyler Silvernail] Hi Tyler, I believe we have a custom report that prints out a list of all our customers. I cannot seem to find it. We have to send a mailing list to Infosend for a separate project that they are working on for us and they need our customer list in the csv format with columns broken down into name, address, city, state and zip. Can you help me find it? If it’s not already available, can you create one for us? Susan Chen Accounting Serrano Water District

[2026-03-11 09:50 | Tyler Silvernail] Hi Susan, There is one in your Standard DataWest Reports > Customer Lists > Mailing List. Look at that and let me know. T

[2026-03-11 11:29 | Tyler Silvernail] You're welcome, have a great night. T Got it. Susan Chen Accounting Serrano Water District"
"21077375","Reversing a payment file that was done incorrectly","[2026-03-11 08:44 | Jennifer Booher] I have a payment file that was processed yesterday that included reversed transactions that should not have been processed together. The total should have been 21062.77 but was processed for 20463.84 so the amount being sent to microsoft gp will be less than it should be. Should I reverse the entire deposit and then have it reentered sepparately so that I can balance between Impressa and GP or is there another way to fix this?

[2026-03-11 09:44 | Jennifer Booher] I have a payment file that was processed yesterday that included reversed transactions that should not have been processed together. The total should have been 21062.77 but was processed for 20463.84 so the amount being sent to microsoft gp will be less than it should be. Should I reverse the entire deposit and then have it reentered sepparately so that I can balance between Impressa and GP or is there another way to fix this?

[2026-03-16 08:50 | Jennifer Booher] When could someone look at this with me?"
"21077060","Help with ACH File","[2026-03-11 08:15 | Tony Williams] Good morning! I had completed my ACH upload when I realized I forgot to recalculate our Sewer rates this month. I did not apply payment to anyone’s account yet. I went ahead and recalculated and went to redo the ACH file by rewriting over it and it came up with the same total as before. I also refreshed. Do I need to wait a day? Can you help me with this please? Village of Hoskins Diane Doffin Becky Lange Village Clerk Deputy Clerk

[2026-03-12 03:03 | Gary Egelkraut] customer figured it out on their own"
"21077039","Inventory Vendor Maintenance, need phone number field to be at least 10 characters","[2026-03-11 08:10 | Joe Sheehan] I need to change the phone number field to hold the 10 digit number instead to the 7 digit number. In the inventory vendor maintenance section. Jean

[2026-03-11 08:22 | Joe Sheehan] After doing a little poking around, it appears that you can enter a 10 digit phone number but you have to add a ""("" first otherwise it will default to the 7 digit number. Closing this ticket as solved.

[2026-03-11 08:25 | cust] Comment added in TFS by Joe Sheehan I need to change the phone number field to hold the 10 digit number instead to the 7 digit number. In the inventory vendor maintenance section. Jean

[2026-03-11 08:25 | cust] Ticket has been synced with TFS' work item Kimball Inventory Vendor Maintenance, need phone number field to be at least 10 characters TS 110600 with state ""Closed""."
"21077020","Payroll","[2026-03-11 08:03 | Tricia Kuszak] I am working on the payroll and the report does not match the hours of the employees. I need to get this fixed as soon as possible so the payroll can go to the bank.

[2026-03-11 08:25 | Susan Thomas] Recommended Steps First, verify the posted hours by running the Hours report: Navigate to Payroll > Reports > Employee > Hours Enter the date range for the current pay period Select all affected employees This report will show all posted hours detail and help identify discrepancies If discrepancies are found, check the following: Ensure all hours were posted correctly in Post Hours Verify the correct date was used when posting hours Check if any hours were distributed to incorrect GL accounts To correct any errors: Go to Payroll > Processing > Post Hours Select the affected employee(s) Review and correct any incorrectly posted hours Make sure the total hours in Posted Hours - Detail equals the hours in Posted Hours - Master After corrections, recalculate the pay period amounts: Go to Payroll > Processing > Calculate Enter the pay period ending date and check date Click Calculate and select the affected employees Verify the corrections by running the Journal report: Go to Payroll > Reports > Financial > Journal Check the ""Current Pay Period"" box This report will show earning, deduction, and net pay totals for each employee Once verified, you can proceed with printing paychecks or processing direct deposits.

[2026-03-11 08:28 | cust] Dear Tricia, The resolution for this ticket has been provided. If the issue has not been resolved please update the ticket as soon as possible by responding in this ticket. (Please note: You have up to 7 days to notify inHANCE of any issues or concerns related to this ticket. If no issues or concerns have been noted within the 7-day window, the issue is considered complete and this ticket will automatically close.) However, if the issue has been resolved, please close the ticket and take a moment to provide your rating of the service you received. inHANCE Customer Support

[2026-03-12 03:47 | Susan Thomas] Hi Tricia, please let me know if you were able to review the instructions that were sent or if you need further assistance.

[2026-03-13 05:25 | Susan Thomas] I reached out to Tricia, and she confirmed that the issue has been resolved. Therefore, I am closing this ticket."
